1	-0.004054
2	-0.007591
3	-0.000455
4	-0.001611
5	0.013952
6	0.000127
7	-0.006505
8	0.000044
9	-0.006179
10	0.000091
11	-0.004144
12	-0.009170
13	-0.005522
14	0.005712
15	-0.002893
16	-0.002821
17	-0.001916
18	0.000054
19	0.002450
20	0.002645
21	-0.002287
22	0.003319
23	0.008291
24	0.044497
25	0.000381
26	-0.007578
27	-0.017107
28	0.000237
29	-0.000709
30	-0.004935
31	-0.000903
32	-0.003209
33	0.003435
34	0.000718
35	-0.000627
36	0.001107
37	0.001023
38	0.008545
39	-0.003962
40	0.009618
41	0.001510
42	-0.007116
43	0.000516
44	0.012854
45	-0.009703
46	-0.004347
47	-0.002313
48	-0.000804
49	-0.000897
50	0.001295
51	-0.006185
52	0.000427
53	0.000704
54	-0.003934
55	-0.001004
56	0.001641
57	0.001453
58	-0.001770
59	-0.000461
60	0.000903
61	-0.002653
62	0.000508
63	-0.002888
64	0.000913
65	-0.000483
66	-0.006320
67	-0.001920
68	-0.010071
69	0.001145
70	0.009288
71	-0.002056
72	-0.006853
73	0.000221
74	-0.001381
75	-0.000745
76	-0.000239
77	-0.002034
78	-0.006594
79	0.001896
80	-0.000506
81	0.000333
82	0.007573
83	-0.004988
84	-0.000338
85	-0.002503
86	0.000186
87	0.001154
88	-0.000556
89	0.001504
90	0.003858
91	0.001771
92	-0.000513
93	-0.001246
94	0.003007
95	0.000916
96	-0.001589
97	-0.003036
98	0.000195
99	0.000003
100	0.000947
101	-0.001027
102	-0.002534
103	-0.001815
104	0.000447
105	0.003085
106	-0.000384
107	-0.001136
108	0.001685
109	0.002937
110	-0.000665
111	-0.001705
112	0.001703
113	-0.001431
114	-0.000643
115	-0.000976
116	-0.000120
117	-0.000285
118	0.001598
119	0.001678
120	0.001229
121	0.004135
122	0.002695
123	0.000564
124	-0.000010
125	0.002485
126	0.001839
127	-0.010417
128	-0.002088
129	0.000765
130	-0.000228
131	-0.001930
132	0.000808
133	0.001657
134	0.001072
135	-0.003416
136	-0.000534
137	-0.002507
138	0.001747
139	0.000085
140	0.001708
141	-0.001257
142	-0.000948
143	0.001296
144	-0.000043
145	0.005297
146	0.001118
147	0.000026
148	-0.003755
149	-0.000199
150	0.003733
151	0.000754
152	0.003306
153	0.014385
154	-0.010509
155	0.003848
156	0.017959
157	0.008791
158	-0.000860
159	0.001814
160	-0.003557
161	-0.006426
162	-0.009810
163	0.007250
164	-0.003744
165	-0.007007
166	0.007767
167	0.000251
168	-0.001261
169	0.012867
170	-0.004191
171	0.049823
172	0.046193
173	0.009112
174	0.022958
175	-0.021620
176	-0.007499
177	-0.038543
178	0.002949
179	-0.006784
180	0.001415
181	-0.002370
182	0.017319
